gene_id	gene_name	transcript_size
ENSG00000100312.10	ACR	1433
ENSG00000079974.17	RABL2B	2498
ENSG00000198888.2	MT-ND1	956
ENSG00000198763.3	MT-ND2	1042
ENSG00000198804.2	MT-CO1	1542
ENSG00000198712.1	MT-CO2	684
ENSG00000228253.1	MT-ATP8	207
ENSG00000198899.2	MT-ATP6	681
ENSG00000198938.2	MT-CO3	784
ENSG00000198840.2	MT-ND3	346
ENSG00000212907.2	MT-ND4L	297
ENSG00000198886.2	MT-ND4	1378
ENSG00000198786.2	MT-ND5	1812
ENSG00000198695.2	MT-ND6	525
ENSG00000198727.2	MT-CYB	1141
ENSG00000182378.13	PLCXD1	5507
ENSG00000178605.13	GTPBP6	2016
ENSG00000167393.17	PPP2R3B	5802
ENSG00000185960.13	SHOX	3757
ENSG00000205755.11	CRLF2	1789
ENSG00000198223.15	CSF2RA	2291
ENSG00000185291.11	IL3RA	1706
ENSG00000169100.13	SLC25A6	2062
ENSG00000169093.15	ASMTL	2048
ENSG00000182162.10	P2RY8	4198
ENSG00000197976.11	AKAP17A	3232
ENSG00000196433.12	ASMT	1388
ENSG00000169084.13	DHRSX	2571
ENSG00000214717.10	ZBED1	4510
ENSG00000002586.18	CD99	1245
ENSG00000124343.12	XG	2315
ENSG00000056998.18	GYG2	3393
ENSG00000006756.15	ARSD	5159
ENSG00000157399.14	ARSE	2506
ENSG00000205667.2	ARSH	1875
ENSG00000062096.14	ARSF	2164
ENSG00000101825.7	MXRA5	9793
ENSG00000183943.5	PRKX	6031
ENSG00000146938.14	NLGN4X	5870
ENSG00000169059.12	VCX3A	995
ENSG00000130021.13	PUDP	2140
ENSG00000101846.6	STS	6521
ENSG00000182583.12	VCX	967
ENSG00000006757.11	PNPLA4	3372
ENSG00000177504.10	VCX2	815
ENSG00000205642.9	VCX3B	1171
ENSG00000011201.10	ANOS1	6314
ENSG00000183304.10	FAM9A	1544
ENSG00000177138.15	FAM9B	3592
ENSG00000101849.15	TBL1X	5871
ENSG00000101850.12	GPR143	1762
ENSG00000146950.12	SHROOM2	7447
ENSG00000234469.4	CLDN34	995
ENSG00000047644.17	WWC3	6647
ENSG00000073464.11	CLCN4	6750
ENSG00000101871.14	MID1	6463
ENSG00000004961.14	HCCS	2277
ENSG00000047648.21	ARHGAP6	6299
ENSG00000125363.14	AMELX	835
ENSG00000005302.17	MSL3	3446
ENSG00000169933.12	FRMPD4	8465
ENSG00000101911.12	PRPS2	2511
ENSG00000196664.4	TLR7	5011
ENSG00000101916.11	TLR8	4216
ENSG00000205542.10	TMSB4X	1702
ENSG00000187268.11	FAM9C	5858
ENSG00000123594.4	ATXN3L	1717
ENSG00000198759.11	EGFL6	2398
ENSG00000176896.8	TCEANC	2988
ENSG00000123595.6	RAB9A	2039
ENSG00000196459.13	TRAPPC2	3108
ENSG00000046651.14	OFD1	4259
ENSG00000046653.14	GPM6B	3957
ENSG00000046647.13	GEMIN8	1682
ENSG00000101958.13	GLRA2	3216
ENSG00000181544.13	FANCB	3008
ENSG00000130150.11	MOSPD2	4163
ENSG00000102048.15	ASB9	1947
ENSG00000165192.13	ASB11	2748
ENSG00000165195.14	PIGA	3738
ENSG00000165197.4	FIGF	2037
ENSG00000087842.10	PIR	1539
ENSG00000102010.14	BMX	2598
ENSG00000130234.10	ACE2	3507
ENSG00000147003.5	TMEM27	1578
ENSG00000169239.12	CA5B	6835
ENSG00000169249.12	ZRSR2	1491
ENSG00000182287.13	AP1S2	3492
ENSG00000126010.5	GRPR	1929
ENSG00000182798.10	MAGEB17	1434
ENSG00000047230.14	CTPS2	4319
ENSG00000169906.5	S100G	455
ENSG00000169895.5	SYAP1	6129
ENSG00000086712.12	TXLNG	4401
ENSG00000102054.17	RBBP7	4031
ENSG00000169891.17	REPS2	7953
ENSG00000188158.14	NHS	8860
ENSG00000047634.14	SCML1	4615
ENSG00000131831.17	RAI2	2421
ENSG00000177324.13	BEND2	4611
ENSG00000102098.17	SCML2	4200
ENSG00000008086.10	CDKL5	12533
ENSG00000102104.8	RS1	2810
ENSG00000086717.18	PPEF1	2890
ENSG00000044446.11	PHKA2	5559
ENSG00000173698.17	ADGRG2	5788
ENSG00000131828.13	PDHA1	3484
ENSG00000180815.14	MAP3K15	4697
ENSG00000147010.17	SH3KBP1	4731
ENSG00000173681.16	CXorf23	6528
ENSG00000184368.15	MAP7D2	3930
ENSG00000173674.10	EIF1AX	4427
ENSG00000177189.12	RPS6KA3	7918
ENSG00000149970.14	CNKSR2	5668
ENSG00000185915.5	KLHL34	3641
ENSG00000091482.5	SMPX	938
ENSG00000012174.11	MBTPS2	4457
ENSG00000230797.2	YY2	2741
ENSG00000102172.15	SMS	1837
ENSG00000102174.8	PHEX	6172
ENSG00000175809.5	ZNF645	1519
ENSG00000184735.6	DDX53	3629
ENSG00000165186.10	PTCHD1	13714
ENSG00000123131.12	PRDX4	1005
ENSG00000123130.16	ACOT9	3117
ENSG00000130066.16	SAT1	1135
ENSG00000184831.13	APOO	1159
ENSG00000165182.10	CXorf58	1752
ENSG00000174010.9	KLHL15	6272
ENSG00000130741.10	EIF2S3	2858
ENSG00000005889.15	ZFX	7558
ENSG00000067992.12	PDK3	1921
ENSG00000102230.13	PCYT1B	5307
ENSG00000101868.10	POLA1	5486
ENSG00000004848.6	ARX	2876
ENSG00000176774.5	MAGEB18	1811
ENSG00000232030.3	MAGEB6P1	1224
ENSG00000176746.6	MAGEB6	1949
ENSG00000188408.5	MAGEB5	1216
ENSG00000189186.10	DCAF8L2	2295
ENSG00000177689.10	MAGEB10	1953
ENSG00000226372.2	DCAF8L1	3363
ENSG00000169306.9	IL1RAPL1	3667
ENSG00000099399.5	MAGEB2	1610
ENSG00000198798.5	MAGEB3	2305
ENSG00000120289.11	MAGEB4	2142
ENSG00000214107.7	MAGEB1	1866
ENSG00000169297.7	NR0B1	2021
ENSG00000120280.5	CXorf21	1855
ENSG00000198814.12	GK	4573
ENSG00000157625.15	TAB3	7987
ENSG00000132446.6	FTHL17	813
ENSG00000198947.15	DMD	13956
ENSG00000185448.10	FAM47A	2556
ENSG00000147027.3	TMEM47	4054
ENSG00000189132.6	FAM47B	2120
ENSG00000189023.10	MAGEB16	1818
ENSG00000165164.12	CFAP47	9943
ENSG00000198173.4	FAM47C	3270
ENSG00000130962.17	PRRG1	4600
ENSG00000250349.3	RP5-972B16.2	954
ENSG00000147036.11	LANCL3	10298
ENSG00000047597.5	XK	5206
ENSG00000165168.7	CYBB	4324
ENSG00000165169.10	DYNLT3	2217
ENSG00000187516.6	HYPM	501
ENSG00000147041.11	SYTL5	4722
ENSG00000101955.14	SRPX	1874
ENSG00000156313.12	RPGR	4767
ENSG00000036473.6	OTC	1585
ENSG00000156298.12	TSPAN7	1909
ENSG00000165175.15	MID1IP1	3781
ENSG00000183337.16	BCOR	6390
ENSG00000182220.13	ATP6AP2	2093
ENSG00000185753.12	CXorf38	4895
ENSG00000180182.10	MED14	7984
ENSG00000124486.12	USP9X	12401
ENSG00000215301.9	DDX3X	5399
ENSG00000188937.5	NYX	2713
ENSG00000147044.20	CASK	8204
ENSG00000171659.13	GPR34	1928
ENSG00000171657.5	GPR82	3349
ENSG00000279849.1	AL023875.1	375
ENSG00000189221.9	MAOA	5438
ENSG00000069535.13	MAOB	2566
ENSG00000124479.8	NDP	1833
ENSG00000183690.12	EFHC2	2464
ENSG00000069509.5	FUNDC1	1196
ENSG00000189037.7	DUSP21	885
ENSG00000147050.14	KDM6A	5924
ENSG00000147113.16	CXorf36	4655
ENSG00000147121.15	KRBOX4	2774
ENSG00000251192.7	ZNF674	4073
ENSG00000147119.3	CHST7	2289
ENSG00000065923.9	SLC9A7	10024
ENSG00000102218.5	RP2	3803
ENSG00000102221.13	JADE3	4934
ENSG00000130988.12	RGN	2257
ENSG00000147123.10	NDUFB11	1388
ENSG00000182872.15	RBM10	3747
ENSG00000130985.16	UBA1	3559
ENSG00000102225.15	CDK16	3158
ENSG00000102226.9	USP11	3515
ENSG00000147117.7	ZNF157	2318
ENSG00000147124.12	ZNF41	4531
ENSG00000078061.12	ARAF	2504
ENSG00000008056.12	SYN1	3209
ENSG00000102265.11	TIMP1	1095
ENSG00000126759.12	CFP	4040
ENSG00000126767.17	ELK1	2695
ENSG00000126756.11	UXT	894
ENSG00000279988.1	AL022578.1	841
ENSG00000197779.13	ZNF81	7933
ENSG00000147118.10	ZNF182	3586
ENSG00000221994.10	ZNF630	2829
ENSG00000171489.10	SPACA5	648
ENSG00000171478.7	SPACA5B	595
ENSG00000165583.13	SSX5	1384
ENSG00000126752.7	SSX1	1298
ENSG00000165584.15	SSX3	1232
ENSG00000268009.5	SSX4	1221
ENSG00000269791.5	SSX4B	1221
ENSG00000017483.14	SLC38A5	2659
ENSG00000068438.14	FTSJ1	1986
ENSG00000102312.20	PORCN	2112
ENSG00000147155.10	EBP	1775
ENSG00000068354.15	TBC1D25	4042
ENSG00000102317.17	RBM3	2162
ENSG00000101940.17	WDR13	5469
ENSG00000015285.10	WAS	1849
ENSG00000101945.16	SUV39H1	2978
ENSG00000171433.11	GLOD5	735
ENSG00000102145.13	GATA1	1497
ENSG00000094631.18	HDAC6	4832
ENSG00000187682.1	ERAS	1266
ENSG00000102109.8	PCSK1N	1050
ENSG00000126768.12	TIMM17B	1528
ENSG00000102103.15	PQBP1	1428
ENSG00000102100.15	SLC35A2	3047
ENSG00000102096.9	PIM2	2075
ENSG00000068308.13	OTUD5	2740
ENSG00000102057.9	KCND1	4437
ENSG00000068400.13	GRIPAP1	3278
ENSG00000068323.16	TFE3	3415
ENSG00000147144.12	CCDC120	3857
ENSG00000243279.3	PRAF2	1334
ENSG00000196998.16	WDR45	2610
ENSG00000068394.10	GPKOW	1742
ENSG00000280116.1	AC231657.1	252
ENSG00000269313.5	MAGIX	3295
ENSG00000102007.10	PLP2	1079
ENSG00000012211.12	PRICKLE3	2246
ENSG00000102003.10	SYP	2498
ENSG00000102001.12	CACNA1F	6070
ENSG00000101997.12	CCDC22	2319
ENSG00000049768.14	FOXP3	2448
ENSG00000049769.12	PPP1R3F	3421
ENSG00000215274.5	GAGE10	538
ENSG00000224659.2	GAGE12J	541
ENSG00000274274.1	GAGE13	530
ENSG00000275113.1	GAGE2E	403
ENSG00000236737.1	GAGE12B	117
ENSG00000237671.3	GAGE12C	527
ENSG00000227488.2	GAGE12D	527
ENSG00000216649.3	GAGE12E	520
ENSG00000236362.7	GAGE12F	527
ENSG00000215269.5	GAGE12G	527
ENSG00000224902.5	GAGE12H	527
ENSG00000205777.17	GAGE1	3129
ENSG00000189064.8	GAGE2A	528
ENSG00000068985.4	PAGE1	665
ENSG00000101951.16	PAGE4	1494
ENSG00000273820.1	USP27X	2618
ENSG00000171365.15	CLCN5	10108
ENSG00000147081.14	AKAP4	2881
ENSG00000147082.17	CCNB3	4693
ENSG00000274588.1	DGKK	7407
ENSG00000158352.15	SHROOM4	9556
ENSG00000130385.5	BMP15	1179
ENSG00000122824.10	NUDT10	2001
ENSG00000187690.3	CXorf67	1929
ENSG00000196368.4	NUDT11	2385
ENSG00000224109.2	CENPVP3	864
ENSG00000283093.1	RP11-141O19.1	1620
ENSG00000223591.5	CENPVP1	1620
ENSG00000189369.8	GSPT2	2802
ENSG00000179222.17	MAGED1	5418
ENSG00000187243.16	MAGED4B	3230
ENSG00000154545.16	MAGED4	3015
ENSG00000155622.6	XAGE2	618
ENSG00000204379.10	XAGE1A	733
ENSG00000204382.11	XAGE1B	733
ENSG00000187754.8	SSX7	1311
ENSG00000241476.7	SSX2	1410
ENSG00000268447.5	SSX2B	1410
ENSG00000204363.4	SPANXN5	1316
ENSG00000171405.12	XAGE5	870
ENSG00000171402.14	XAGE3	497
ENSG00000179304.16	FAM156B	2942
ENSG00000268350.7	FAM156A	3757
ENSG00000184194.5	GPR173	4485
ENSG00000184205.14	TSPYL2	4178
ENSG00000126012.11	KDM5C	6096
ENSG00000124313.12	IQSEC2	6011
ENSG00000072501.17	SMC1A	9930
ENSG00000158423.16	RIBC1	1949
ENSG00000072506.12	HSD17B10	960
ENSG00000086758.15	HUWE1	14796
ENSG00000172943.18	PHF8	6062
ENSG00000184083.11	FAM120C	8057
ENSG00000196632.10	WNK3	11341
ENSG00000158526.7	TSR2	1534
ENSG00000102302.7	FGD1	4275
ENSG00000130119.15	GNL3L	2357
ENSG00000102313.8	ITIH6	4968
ENSG00000102316.16	MAGED2	2189
ENSG00000067445.20	TRO	4647
ENSG00000158571.10	PFKFB1	1929
ENSG00000169188.4	APEX2	3245
ENSG00000158578.18	ALAS2	2027
ENSG00000238269.8	PAGE2B	493
ENSG00000234068.6	PAGE2	551
ENSG00000182518.13	FAM104B	1229
ENSG00000256045.2	MTRNR2L10	1530
ENSG00000158639.12	PAGE5	741
ENSG00000204279.7	PAGE3	745
ENSG00000187601.4	MAGEH1	1462
ENSG00000247746.4	USP51	4407
ENSG00000189299.6	FOXR2	1926
ENSG00000083750.12	RRAGB	2061
ENSG00000102349.15	KLF8	8964
ENSG00000188021.8	UBQLN2	4230
ENSG00000204272.11	LINC01420	1529
ENSG00000204271.10	SPIN3	1670
ENSG00000186787.7	SPIN2B	1258
ENSG00000147059.8	SPIN2A	2468
ENSG00000165591.6	FAAH2	1983
ENSG00000198455.4	ZXDB	5894
ENSG00000215174.2	NLRP2P	3194
ENSG00000198205.6	ZXDA	4113
ENSG00000186767.5	SPIN4	4117
ENSG00000131089.13	ARHGEF9	5413
ENSG00000184675.9	AMER1	8443
ENSG00000198881.9	ASB12	1289
ENSG00000102043.15	MTMR8	2639
ENSG00000126970.15	ZC4H2	4147
ENSG00000102053.12	ZC3H12B	7256
ENSG00000001497.16	LAS1L	5205
ENSG00000147065.16	MSN	3944
ENSG00000155659.14	VSIG4	2190
ENSG00000089472.16	HEPH	6013
ENSG00000131080.14	EDA2R	3464
ENSG00000169083.15	AR	10676
ENSG00000079482.12	OPHN1	7879
ENSG00000181704.11	YIPF6	6741
ENSG00000130052.13	STARD8	4864
ENSG00000090776.5	EFNB1	3314
ENSG00000181191.11	PJA1	2755
ENSG00000130054.4	FAM155B	4013
ENSG00000158813.17	EDA	5278
ENSG00000147160.9	AWAT2	2124
ENSG00000189401.2	OTUD6A	1689
ENSG00000089289.15	IGBP1	1862
ENSG00000184210.5	DGAT2L6	1553
ENSG00000204195.3	AWAT1	1365
ENSG00000186912.6	P2RY4	1595
ENSG00000120500.17	ARR3	1309
ENSG00000147127.8	RAB41	1074
ENSG00000120509.10	PDZD11	1043
ENSG00000090889.11	KIF4A	4348
ENSG00000130055.13	GDPD2	2438
ENSG00000082458.11	DLG3	6112
ENSG00000120498.13	TEX11	3133
ENSG00000165349.11	SLC7A3	2236
ENSG00000147164.11	SNX12	2422
ENSG00000184481.16	FOXO4	3301
ENSG00000204165.5	CXorf65	863
ENSG00000147168.12	IL2RG	2035
ENSG00000184634.15	MED12	6977
ENSG00000196338.12	NLGN3	3913
ENSG00000169562.9	GJB1	1904
ENSG00000147130.14	ZMYM3	6067
ENSG00000147140.15	NONO	3215
ENSG00000147166.10	ITGB1BP2	1439
ENSG00000147133.15	TAF1	7722
ENSG00000147162.13	OGT	7243
ENSG00000147174.11	ACRC	3213
ENSG00000186810.7	CXCR3	1861
ENSG00000215115.6	CXorf49	1715
ENSG00000215113.6	CXorf49B	1715
ENSG00000204131.8	NHSL2	13660
ENSG00000242732.4	RGAG4	4339
ENSG00000102309.12	PIN4	1780
ENSG00000186871.6	ERCC6L	4344
ENSG00000198034.10	RPS4X	1820
ENSG00000125931.10	CITED1	1231
ENSG00000147099.19	HDAC8	2338
ENSG00000067177.14	PHKA1	6173
ENSG00000184911.14	DMRTC1B	1524
ENSG00000269502.5	DMRTC1	1524
ENSG00000184388.5	PABPC1L2B	2197
ENSG00000186288.5	PABPC1L2A	2237
ENSG00000204118.1	NAP1L6	2044
ENSG00000186462.8	NAP1L2	2550
ENSG00000131264.3	CDX4	1515
ENSG00000204116.11	CHIC1	6797
ENSG00000187969.5	ZCCHC13	842
ENSG00000147100.9	SLC16A2	4161
ENSG00000131263.12	RLIM	8317
ENSG00000050030.13	KIAA2022	11719
ENSG00000131269.15	ABCB7	2408
ENSG00000094841.13	UPRT	2234
ENSG00000102383.13	ZDHHC15	6012
ENSG00000186675.6	MAGEE2	2249
ENSG00000102390.10	PBDC1	1201
ENSG00000198934.4	MAGEE1	3630
ENSG00000196468.7	FGF16	1650
ENSG00000085224.20	ATRX	11220
ENSG00000102158.19	MAGT1	4047
ENSG00000131174.4	COX7B	2471
ENSG00000165240.17	ATP7A	8483
ENSG00000226784.2	PGAM4	765
ENSG00000102144.13	PGK1	4887
ENSG00000187325.4	TAF9B	2713
ENSG00000173198.5	CYSLTR1	3034
ENSG00000179300.3	ZCCHC5	2648
ENSG00000147145.12	LPAR4	2611
ENSG00000078589.12	P2RY10	1714
ENSG00000147138.1	GPR174	1258
ENSG00000078596.10	ITM2A	1698
ENSG00000122145.14	TBX22	2355
ENSG00000174016.11	FAM46D	3106
ENSG00000165288.10	BRWD3	11381
ENSG00000198157.10	HMGN5	2126
ENSG00000131171.12	SH3BGRL	1923
ENSG00000196767.6	POU3F4	3878
ENSG00000183035.12	CYLC1	2106
ENSG00000072133.10	RPS6KA6	8169
ENSG00000165259.13	HDX	6200
ENSG00000155008.13	APOOL	6466
ENSG00000184788.12	SATL1	2224
ENSG00000147180.16	ZNF711	4844
ENSG00000124429.17	POF1B	3941
ENSG00000188419.13	CHM	5442
ENSG00000126733.20	DACH2	5582
ENSG00000102271.13	KLHL4	5818
ENSG00000147183.9	CPXCR1	1630
ENSG00000153779.9	TGIF2LX	928
ENSG00000174740.7	PABPC5	3221
ENSG00000102290.21	PCDH11X	9179
ENSG00000186310.9	NAP1L3	2639
ENSG00000179083.6	FAM133A	3292
ENSG00000147202.17	DIAPH2	9333
ENSG00000204086.4	RPA4	1560
ENSG00000165194.14	PCDH19	9756
ENSG00000000005.5	TNMD	1339
ENSG00000000003.14	TSPAN6	3796
ENSG00000102359.5	SRPX2	2138
ENSG00000102362.15	SYTL4	4847
ENSG00000101811.13	CSTF2	2074
ENSG00000007952.17	NOX1	2529
ENSG00000182489.8	XKRX	2848
ENSG00000174225.14	ARL13A	1535
ENSG00000188917.14	TRMT2B	3327
ENSG00000126950.7	TMEM35	2195
ENSG00000102384.13	CENPI	3262
ENSG00000102385.12	DRP2	7277
ENSG00000102387.15	TAF7L	2341
ENSG00000126953.5	TIMM8A	1664
ENSG00000010671.15	BTK	2767
ENSG00000241343.9	RPL36A	2240
ENSG00000257529.5	RPL36A-HNRNPH2	572
ENSG00000102393.9	GLA	1358
ENSG00000126945.8	HNRNPH2	2223
ENSG00000196440.11	ARMCX4	7424
ENSG00000126947.11	ARMCX1	2141
ENSG00000198960.10	ARMCX6	1928
ENSG00000102401.19	ARMCX3	3730
ENSG00000184867.13	ARMCX2	2762
ENSG00000126952.16	NXF5	2062
ENSG00000166432.14	ZMAT1	5754
ENSG00000184905.8	TCEAL2	1100
ENSG00000204071.9	TCEAL6	1106
ENSG00000184515.10	BEX5	860
ENSG00000269405.6	NXF2	2337
ENSG00000269437.6	NXF2B	3193
ENSG00000215029.8	TCP11X2	2230
ENSG00000158164.6	TMSB15A	685
ENSG00000125962.14	ARMCX5	4640
ENSG00000198932.12	GPRASP1	5980
ENSG00000158301.18	GPRASP2	3935
ENSG00000198908.11	BHLHB9	5130
ENSG00000102128.7	RAB40AL	1713
ENSG00000133169.5	BEX1	864
ENSG00000147206.16	NXF3	2276
ENSG00000102409.9	BEX4	1328
ENSG00000180964.16	TCEAL8	1222
ENSG00000204065.2	TCEAL5	1168
ENSG00000133134.11	BEX2	1077
ENSG00000182916.7	TCEAL7	1177
ENSG00000185222.7	WBP5	1096
ENSG00000166681.13	NGFRAP1	921
ENSG00000172476.3	RAB40A	3126
ENSG00000133142.17	TCEAL4	1571
ENSG00000196507.10	TCEAL3	1221
ENSG00000172465.13	TCEAL1	1201
ENSG00000123562.16	MORF4L2	1983
ENSG00000188828.11	GLRA4	1837
ENSG00000179363.6	TMEM31	728
ENSG00000123560.13	PLP1	3132
ENSG00000123570.3	RAB9B	3748
ENSG00000158427.14	TMSB15B	2186
ENSG00000123569.8	H2BFWT	894
ENSG00000101812.12	H2BFM	1882
ENSG00000269226.7	RP11-722G7.1	2286
ENSG00000269743.2	SLC25A53	6225
ENSG00000166707.10	ZCCHC18	2941
ENSG00000123575.8	FAM199X	7457
ENSG00000123576.5	ESX1	1495
ENSG00000189108.12	IL1RAPL2	2985
ENSG00000268629.6	TEX13A	1377
ENSG00000123572.16	NRK	8062
ENSG00000123561.14	SERPINA7	2642
ENSG00000157502.12	MUM1L1	4308
ENSG00000147231.13	CXorf57	3861
ENSG00000133135.13	RNF128	2817
ENSG00000133138.19	TBC1D8B	5717
ENSG00000133131.14	MORC4	3834
ENSG00000147223.5	RIPPLY1	1172
ENSG00000165376.10	CLDN2	3150
ENSG00000089682.16	RBM41	3315
ENSG00000198088.10	NUP62CL	1755
ENSG00000080572.12	PIH1D3	1926
ENSG00000147234.10	FRMPD3	7304
ENSG00000147224.10	PRPS1	2073
ENSG00000157514.16	TSC22D3	2266
ENSG00000170935.6	NCBP2L	660
ENSG00000080561.13	MID2	2876
ENSG00000170925.3	TEX13B	1248
ENSG00000101842.13	VSIG1	3236
ENSG00000101843.18	PSMD10	1546
ENSG00000101844.17	ATG4A	2501
ENSG00000197565.15	COL4A6	6750
ENSG00000188153.12	COL4A5	6483
ENSG00000260548.1	RP6-24A23.6	563
ENSG00000133124.11	IRS4	3928
ENSG00000101890.4	GUCY2F	3714
ENSG00000101888.11	NXT2	2692
ENSG00000176076.7	KCNE5	1473
ENSG00000068366.19	ACSL4	5333
ENSG00000157600.11	TMEM164	5567
ENSG00000101935.9	AMMECR1	5504
ENSG00000243978.8	RGAG1	5426
ENSG00000101938.14	CHRDL1	3860
ENSG00000077264.14	PAK3	8940
ENSG00000077274.8	CAPN6	3568
ENSG00000077279.16	DCX	9405
ENSG00000101901.10	ALG13	4175
ENSG00000072315.3	TRPC5	5839
ENSG00000187823.3	ZCCHC16	2613
ENSG00000182508.13	LHFPL1	1675
ENSG00000126016.13	AMOT	7319
ENSG00000147246.9	HTR2C	4751
ENSG00000123496.7	IL13RA2	1498
ENSG00000130224.14	LRCH2	4929
ENSG00000175718.9	RBMXL3	3442
ENSG00000102021.10	LUZP4	1701
ENSG00000102024.17	PLS3	3280
ENSG00000180772.6	AGTR2	2882
ENSG00000268104.2	SLC6A14	4520
ENSG00000204019.4	CT83	548
ENSG00000003096.13	KLHL13	5331
ENSG00000131725.13	WDR44	4111
ENSG00000147251.15	DOCK11	6664
ENSG00000131724.10	IL13RA1	4036
ENSG00000174460.3	ZCCHC12	2231
ENSG00000175556.16	LONRF3	2989
ENSG00000277535.2	RP13-347D8.7	1147
ENSG00000250423.2	KIAA1210	7824
ENSG00000101856.9	PGRMC1	1911
ENSG00000077713.18	SLC25A43	2783
ENSG00000005022.5	SLC25A5	1274
ENSG00000018610.13	CXorf56	2372
ENSG00000077721.15	UBE2A	2643
ENSG00000186416.12	NKRF	3741
ENSG00000125354.22	SEPT6	4694
ENSG00000187808.4	SOWAHD	1552
ENSG00000198918.7	RPL39	1915
ENSG00000125351.10	UPF3B	2378
ENSG00000125352.5	RNF113A	1353
ENSG00000125356.6	NDUFA1	766
ENSG00000186471.12	AKAP14	977
ENSG00000101882.9	NKAP	5963
ENSG00000203989.4	RHOXF2B	2864
ENSG00000101883.4	RHOXF1	769
ENSG00000131721.5	RHOXF2	2900
ENSG00000177485.6	ZBTB33	5211
ENSG00000125355.15	TMEM255A	3425
ENSG00000101892.11	ATP1B4	4644
ENSG00000005893.15	LAMP2	4030
ENSG00000158290.16	CUL4B	4902
ENSG00000232119.7	MCTS1	1130
ENSG00000171155.7	C1GALT1C1	1613
ENSG00000236446.3	CT47B1	1328
ENSG00000230347.4	CT47A8	1298
ENSG00000278646.1	RP1-321E8.5	291
ENSG00000226685.4	CT47A12	1165
ENSG00000226929.3	CT47A11	1294
ENSG00000224089.3	CT47A10	1298
ENSG00000226600.3	CT47A9	1298
ENSG00000226023.5	CT47A6	1298
ENSG00000228517.2	CT47A7	1288
ENSG00000237957.5	CT47A5	1298
ENSG00000230594.3	CT47A4	1298
ENSG00000236126.3	CT47A3	1298
ENSG00000242362.2	CT47A2	1298
ENSG00000236371.4	CT47A1	1298
ENSG00000182890.4	GLUD2	2493
ENSG00000125675.17	GRIA3	5173
ENSG00000125676.19	THOC2	5609
ENSG00000101966.12	XIAP	8591
ENSG00000101972.18	STAG2	6045
ENSG00000183918.15	SH2D1A	2554
ENSG00000282419.2	RP5-1052M9.5	4203
ENSG00000009694.13	TENM1	12891
ENSG00000282815.1	RP13-147D17.3	5095
ENSG00000198354.5	DCAF12L2	1421
ENSG00000198889.4	DCAF12L1	3382
ENSG00000183631.4	PRR32	1228
ENSG00000123165.8	ACTRT1	1437
ENSG00000102038.15	SMARCA1	4291
ENSG00000122126.15	OCRL	5162
ENSG00000171388.11	APLN	3205
ENSG00000122121.10	XPNPEP2	3270
ENSG00000122122.9	SASH3	2626
ENSG00000188706.12	ZDHHC9	4569
ENSG00000156697.12	UTP14A	2488
ENSG00000085185.15	BCORL1	7127
ENSG00000102034.16	ELF4	4165
ENSG00000156709.13	AIFM1	2468
ENSG00000134594.4	RAB33A	1258
ENSG00000056277.15	ZNF280C	4634
ENSG00000102078.15	SLC25A14	1734
ENSG00000147262.3	GPR119	1008
ENSG00000134597.13	RBMX2	1528
ENSG00000165675.16	ENOX2	4263
ENSG00000147256.10	ARHGAP36	3083
ENSG00000147255.18	IGSF1	5413
ENSG00000171054.7	OR13H1	927
ENSG00000134602.15	STK26	3288
ENSG00000165694.9	FRMD7	3198
ENSG00000123728.9	RAP2C	3896
ENSG00000076770.14	MBNL3	11294
ENSG00000171004.17	HS6ST2	4441
ENSG00000134588.12	USP26	3665
ENSG00000183434.9	TFDP3	1680
ENSG00000076716.8	GPC4	4960
ENSG00000147257.13	GPC3	2568
ENSG00000203952.9	CCDC160	1790
ENSG00000156531.16	PHF6	4759
ENSG00000165704.14	HPRT1	1407
ENSG00000170965.9	PLAC1	1138
ENSG00000156504.16	FAM122B	4326
ENSG00000156500.14	FAM122C	2483
ENSG00000101928.12	MOSPD1	2364
ENSG00000184785.5	SMIM10	1536
ENSG00000212747.4	FAM127C	2026
ENSG00000134590.13	FAM127A	1181
ENSG00000203950.6	FAM127B	1244
ENSG00000196972.7	SMIM10L2B	2696
ENSG00000169551.12	CT55	1728
ENSG00000186376.14	ZNF75D	5592
ENSG00000173275.12	ZNF449	3773
ENSG00000178947.8	SMIM10L2A	5230
ENSG00000165359.14	DDX26B	6710
ENSG00000268940.5	CT45A1	1087
ENSG00000269096.6	CT45A3	1076
ENSG00000228836.8	CT45A5	1161
ENSG00000278289.4	CT45A6	878
ENSG00000271449.7	CT45A2	1076
ENSG00000273696.4	CT45A7	996
ENSG00000278085.4	CT45A8	1008
ENSG00000270946.5	CT45A9	1010
ENSG00000269586.7	CT45A10	1010
ENSG00000181433.9	SAGE1	2952
ENSG00000169446.5	MMGT1	3738
ENSG00000198689.9	SLC9A6	4711
ENSG00000022267.16	FHL1	2878
ENSG00000129680.15	MAP7D3	4567
ENSG00000156920.10	ADGRG4	9931
ENSG00000102239.4	BRS3	2833
ENSG00000102241.11	HTATSF1	3019
ENSG00000102243.12	VGLL1	1215
ENSG00000102245.7	CD40LG	1817
ENSG00000129675.15	ARHGEF6	6019
ENSG00000147274.14	RBMX	4887
ENSG00000165370.1	GPR101	1527
ENSG00000156925.11	ZIC3	3469
ENSG00000129682.13	FGF13	19519
ENSG00000101981.10	F9	2780
